"RRR","AAA"
"NO4","NO4_VRE-ONS-LW_RG2_20-30"
"NO4","NO4_VRE-ONS-LW_RG3_20-30"
"NO4","NO4_VRE-ONS-LW_RG1_30-40"
"NO4","NO4_VRE-ONS-LW_RG2_30-40"
"NO4","NO4_VRE-ONS-LW_RG3_30-40"
"NO4","NO4_VRE-ONS-LW_RG1_40-50"
"NO4","NO4_VRE-ONS-LW_RG2_40-50"
"NO4","NO4_VRE-ONS-LW_RG3_40-50"
"NO4","NO4_VRE-ONS-LW_RG1_50"
"NO4","NO4_VRE-ONS-LW_RG2_50"
"NO4","NO4_VRE-ONS-LW_RG3_50"
"NO4","NO4_IND-HT-NODH"
"NO4","NO4_IND-HT-DH"
"NO4","NO4_IND-LT-NODH"
"NO4","NO4_IND-LT-DH"
"NO4","NO4_IND-MT-NODH"
"NO4","NO4_IND-MT-DH"
"NO4","NO4_IDVU-HOTWTR"
"NO4","NO4_IDVU-SPACEHEAT"
"NO5","NO5_A1"
"NO5","NO5_A2"
"NO5","NO5_VRE-OFF1_RG2_20-30"
"NO5","NO5_VRE-OFF1_RG2_30-40"
"NO5","NO5_VRE-OFF1_RG2_40-50"
"NO5","NO5_VRE-OFF1_RG2_50"
"NO5","NO5_VRE-ONS_RG1_20-30"
"NO5","NO5_VRE-ONS_RG2_20-30"
"NO5","NO5_VRE-ONS_RG3_20-30"
"NO5","NO5_VRE-ONS_RG1_30-40"
"NO5","NO5_VRE-ONS_RG2_30-40"
"NO5","NO5_VRE-ONS_RG3_30-40"
"NO5","NO5_VRE-ONS_RG1_40-50"
"NO5","NO5_VRE-ONS_RG2_40-50"
"NO5","NO5_VRE-ONS_RG3_40-50"
"NO5","NO5_VRE-ONS_RG1_50"
"NO5","NO5_VRE-ONS_RG2_50"
"NO5","NO5_VRE-ONS_RG3_50"
"NO5","NO5_VRE-ONS-LW_RG1_20-30"
"NO5","NO5_VRE-ONS-LW_RG2_20-30"
"NO5","NO5_VRE-ONS-LW_RG3_20-30"
"NO5","NO5_VRE-ONS-LW_RG1_30-40"
"NO5","NO5_VRE-ONS-LW_RG2_30-40"
"NO5","NO5_VRE-ONS-LW_RG3_30-40"
"NO5","NO5_VRE-ONS-LW_RG1_40-50"
"NO5","NO5_VRE-ONS-LW_RG2_40-50"
"NO5","NO5_VRE-ONS-LW_RG3_40-50"
"NO5","NO5_VRE-ONS-LW_RG1_50"
"NO5","NO5_VRE-ONS-LW_RG2_50"
"NO5","NO5_VRE-ONS-LW_RG3_50"
"NO5","NO5_IND-HT-NODH"
"NO5","NO5_IND-HT-DH"
"NO5","NO5_IND-LT-NODH"
"NO5","NO5_IND-LT-DH"
"NO5","NO5_IND-MT-NODH"
"NO5","NO5_IND-MT-DH"
"NO5","NO5_IDVU-HOTWTR"
"NO5","NO5_IDVU-SPACEHEAT"
"SE1","SE1A"
"SE1","SE1_medium"
"SE1","SE1_small"
"SE1","SE1_VRE-OFF1_RG2_20-30"
"SE1","SE1_VRE-OFF1_RG2_30-40"
"SE1","SE1_VRE-OFF1_RG2_40-50"
"SE1","SE1_VRE-OFF1_RG2_50"
"SE1","SE1_VRE-ONS_RG1_20-30"
"SE1","SE1_VRE-ONS_RG2_20-30"
"SE1","SE1_VRE-ONS_RG3_20-30"
"SE1","SE1_VRE-ONS_RG1_30-40"
"SE1","SE1_VRE-ONS_RG2_30-40"
"SE1","SE1_VRE-ONS_RG3_30-40"
"SE1","SE1_VRE-ONS_RG1_40-50"
"SE1","SE1_VRE-ONS_RG2_40-50"
"SE1","SE1_VRE-ONS_RG3_40-50"
"SE1","SE1_VRE-ONS_RG1_50"
"SE1","SE1_VRE-ONS_RG2_50"
"SE1","SE1_VRE-ONS_RG3_50"
"SE1","SE1_VRE-ONS-LW_RG1_20-30"
"SE1","SE1_VRE-ONS-LW_RG2_20-30"
"SE1","SE1_VRE-ONS-LW_RG3_20-30"
"SE1","SE1_VRE-ONS-LW_RG1_30-40"
"SE1","SE1_VRE-ONS-LW_RG2_30-40"
"SE1","SE1_VRE-ONS-LW_RG3_30-40"
"SE1","SE1_VRE-ONS-LW_RG1_40-50"
"SE1","SE1_VRE-ONS-LW_RG2_40-50"
"SE1","SE1_VRE-ONS-LW_RG3_40-50"
"SE1","SE1_VRE-ONS-LW_RG1_50"
"SE1","SE1_VRE-ONS-LW_RG2_50"
"SE1","SE1_VRE-ONS-LW_RG3_50"
"SE1","SE1_IND-HT-NODH"
"SE1","SE1_IND-HT-DH"
"SE1","SE1_IND-LT-NODH"
"SE1","SE1_IND-LT-DH"
"SE1","SE1_IND-MT-NODH"
"SE1","SE1_IND-MT-DH"
"SE1","SE1_IDVU-HOTWTR"
"SE1","SE1_IDVU-SPACEHEAT"
"SE2","SE2A"
"SE2","SE2_medium"
"SE2","SE2_small"
"SE2","SE2_VRE-OFF1_RG2_20-30"
"SE2","SE2_VRE-OFF1_RG2_30-40"
"SE2","SE2_VRE-OFF1_RG2_40-50"
"SE2","SE2_VRE-OFF1_RG2_50"
"SE2","SE2_VRE-ONS_RG1_20-30"
"SE2","SE2_VRE-ONS_RG2_20-30"
"SE2","SE2_VRE-ONS_RG3_20-30"
"SE2","SE2_VRE-ONS_RG1_30-40"
"SE2","SE2_VRE-ONS_RG2_30-40"
"SE2","SE2_VRE-ONS_RG3_30-40"
"SE2","SE2_VRE-ONS_RG1_40-50"
"SE2","SE2_VRE-ONS_RG2_40-50"
"SE2","SE2_VRE-ONS_RG3_40-50"
"SE2","SE2_VRE-ONS_RG1_50"
"SE2","SE2_VRE-ONS_RG2_50"
"SE2","SE2_VRE-ONS_RG3_50"
"SE2","SE2_VRE-ONS-LW_RG1_20-30"
"SE2","SE2_VRE-ONS-LW_RG2_20-30"
"SE2","SE2_VRE-ONS-LW_RG3_20-30"
"SE2","SE2_VRE-ONS-LW_RG1_30-40"
"SE2","SE2_VRE-ONS-LW_RG2_30-40"
"SE2","SE2_VRE-ONS-LW_RG3_30-40"
"SE2","SE2_VRE-ONS-LW_RG1_40-50"
"SE2","SE2_VRE-ONS-LW_RG2_40-50"
"SE2","SE2_VRE-ONS-LW_RG3_40-50"
"SE2","SE2_VRE-ONS-LW_RG1_50"
"SE2","SE2_VRE-ONS-LW_RG2_50"
"SE2","SE2_VRE-ONS-LW_RG3_50"
"SE2","SE2_IND-HT-NODH"
"SE2","SE2_IND-HT-DH"
"SE2","SE2_IND-LT-NODH"
"SE2","SE2_IND-LT-DH"
"SE2","SE2_IND-MT-NODH"
"SE2","SE2_IND-MT-DH"
"SE2","SE2_IDVU-HOTWTR"
"SE2","SE2_IDVU-SPACEHEAT"
"SE3","SE3A"
"SE3","SE3_large"
"SE3","SE3_medium"
"SE3","SE3_small"
"SE3","SE3_VRE-OFF1_RG2_20-30"
"SE3","SE3_VRE-OFF1_RG2_30-40"
"SE3","SE3_VRE-OFF1_RG2_40-50"
"SE3","SE3_VRE-OFF1_RG2_50"
"SE3","SE3_VRE-ONS_RG1_20-30"
"SE3","SE3_VRE-ONS_RG2_20-30"
"SE3","SE3_VRE-ONS_RG3_20-30"
"SE3","SE3_VRE-ONS_RG1_30-40"
"SE3","SE3_VRE-ONS_RG2_30-40"
"SE3","SE3_VRE-ONS_RG3_30-40"
"SE3","SE3_VRE-ONS_RG1_40-50"
"SE3","SE3_VRE-ONS_RG2_40-50"
"SE3","SE3_VRE-ONS_RG3_40-50"
"SE3","SE3_VRE-ONS_RG1_50"
"SE3","SE3_VRE-ONS_RG2_50"
"SE3","SE3_VRE-ONS_RG3_50"
"SE3","SE3_VRE-ONS-LW_RG1_20-30"
"SE3","SE3_VRE-ONS-LW_RG2_20-30"
"SE3","SE3_VRE-ONS-LW_RG3_20-30"
"SE3","SE3_VRE-ONS-LW_RG1_30-40"
"SE3","SE3_VRE-ONS-LW_RG2_30-40"
"SE3","SE3_VRE-ONS-LW_RG3_30-40"
"SE3","SE3_VRE-ONS-LW_RG1_40-50"
"SE3","SE3_VRE-ONS-LW_RG2_40-50"
"SE3","SE3_VRE-ONS-LW_RG3_40-50"
"SE3","SE3_VRE-ONS-LW_RG1_50"
"SE3","SE3_VRE-ONS-LW_RG2_50"
"SE3","SE3_VRE-ONS-LW_RG3_50"
"SE3","SE3_IND-HT-NODH"
"SE3","SE3_IND-HT-DH"
"SE3","SE3_IND-LT-NODH"
"SE3","SE3_IND-LT-DH"
"SE3","SE3_IND-MT-NODH"
"SE3","SE3_IND-MT-DH"
"SE3","SE3_IDVU-HOTWTR"
"SE3","SE3_IDVU-SPACEHEAT"
"SE4","SE4A"
"SE4","SE4_large"
"SE4","SE4_medium"
"SE4","SE4_small"
"SE4","SE4_VRE-OFF1_RG2_20-30"
"SE4","SE4_VRE-OFF1_RG2_30-40"
"SE4","SE4_VRE-OFF1_RG2_40-50"
"SE4","SE4_VRE-OFF1_RG2_50"
"SE4","SE4_VRE-ONS_RG1_20-30"
"SE4","SE4_VRE-ONS_RG2_20-30"
"SE4","SE4_VRE-ONS_RG3_20-30"
"SE4","SE4_VRE-ONS_RG1_30-40"
"SE4","SE4_VRE-ONS_RG2_30-40"
"SE4","SE4_VRE-ONS_RG3_30-40"
"SE4","SE4_VRE-ONS_RG1_40-50"
"SE4","SE4_VRE-ONS_RG2_40-50"
"SE4","SE4_VRE-ONS_RG3_40-50"
"SE4","SE4_VRE-ONS_RG1_50"
"SE4","SE4_VRE-ONS_RG2_50"
"SE4","SE4_VRE-ONS_RG3_50"
"SE4","SE4_VRE-ONS-LW_RG1_20-30"
"SE4","SE4_VRE-ONS-LW_RG2_20-30"
"SE4","SE4_VRE-ONS-LW_RG3_20-30"
"SE4","SE4_VRE-ONS-LW_RG1_30-40"
"SE4","SE4_VRE-ONS-LW_RG2_30-40"
"SE4","SE4_VRE-ONS-LW_RG3_30-40"
"SE4","SE4_VRE-ONS-LW_RG1_40-50"
"SE4","SE4_VRE-ONS-LW_RG2_40-50"
"SE4","SE4_VRE-ONS-LW_RG3_40-50"
"SE4","SE4_VRE-ONS-LW_RG1_50"
"SE4","SE4_VRE-ONS-LW_RG2_50"
"SE4","SE4_VRE-ONS-LW_RG3_50"
"SE4","SE4_IND-HT-NODH"
"SE4","SE4_IND-HT-DH"
"SE4","SE4_IND-LT-NODH"
"SE4","SE4_IND-LT-DH"
"SE4","SE4_IND-MT-NODH"
"SE4","SE4_IND-MT-DH"
"SE4","SE4_IDVU-HOTWTR"
"SE4","SE4_IDVU-SPACEHEAT"
"UK","UK_A"
"UK","UK_Offshore"
"UK","UK_VRE-OFF2_RG2_20-30"
"UK","UK_VRE-OFF2_RG3_20-30"
"UK","UK_VRE-OFF1_RG2_20-30"
"UK","UK_VRE-OFF3_RG1_20-30"
"UK","UK_VRE-OFF3_RG2_20-30"
"UK","UK_VRE-OFF3_RG3_20-30"
"UK","UK_VRE-OFF4_RG2_20-30"
"UK","UK_VRE-OFF4_RG3_20-30"
"UK","UK_VRE-OFF5_RG1_20-30"
"UK","UK_VRE-OFF5_RG2_20-30"
"UK","UK_VRE-OFF5_RG3_20-30"
"UK","UK_VRE-OFF2_RG2_30-40"
"UK","UK_VRE-OFF2_RG3_30-40"
"UK","UK_VRE-OFF1_RG2_30-40"
"UK","UK_VRE-OFF3_RG1_30-40"
"UK","UK_VRE-OFF3_RG2_30-40"
"UK","UK_VRE-OFF3_RG3_30-40"
"UK","UK_VRE-OFF4_RG2_30-40"
"UK","UK_VRE-OFF4_RG3_30-40"
"UK","UK_VRE-OFF5_RG1_30-40"
"UK","UK_VRE-OFF5_RG2_30-40"
"UK","UK_VRE-OFF5_RG3_30-40"
"UK","UK_VRE-OFF2_RG2_40-50"
"UK","UK_VRE-OFF2_RG3_40-50"
"UK","UK_VRE-OFF1_RG2_40-50"
"UK","UK_VRE-OFF3_RG1_40-50"
"UK","UK_VRE-OFF3_RG2_40-50"
"UK","UK_VRE-OFF3_RG3_40-50"
"UK","UK_VRE-OFF4_RG2_40-50"
"UK","UK_VRE-OFF4_RG3_40-50"
"UK","UK_VRE-OFF5_RG1_40-50"
"UK","UK_VRE-OFF5_RG2_40-50"
"UK","UK_VRE-OFF5_RG3_40-50"
"UK","UK_VRE-OFF2_RG2_50"
"UK","UK_VRE-OFF2_RG3_50"
"UK","UK_VRE-OFF1_RG2_50"
"UK","UK_VRE-OFF3_RG1_50"
"UK","UK_VRE-OFF3_RG2_50"
"UK","UK_VRE-OFF3_RG3_50"
"UK","UK_VRE-OFF4_RG2_50"
"UK","UK_VRE-OFF4_RG3_50"
"UK","UK_VRE-OFF5_RG1_50"
"UK","UK_VRE-OFF5_RG2_50"
"UK","UK_VRE-OFF5_RG3_50"
"UK","UK_VRE-ONS_RG1_20-30"
"UK","UK_VRE-ONS_RG2_20-30"
"UK","UK_VRE-ONS_RG3_20-30"
"UK","UK_VRE-ONS_RG1_30-40"
"UK","UK_VRE-ONS_RG2_30-40"
"UK","UK_VRE-ONS_RG3_30-40"
"UK","UK_VRE-ONS_RG1_40-50"
"UK","UK_VRE-ONS_RG2_40-50"
"UK","UK_VRE-ONS_RG3_40-50"
"UK","UK_VRE-ONS_RG1_50"
"UK","UK_VRE-ONS_RG2_50"
"UK","UK_VRE-ONS_RG3_50"
"UK","UK_VRE-ONS-LW_RG1_20-30"
"UK","UK_VRE-ONS-LW_RG2_20-30"
"UK","UK_VRE-ONS-LW_RG3_20-30"
"UK","UK_VRE-ONS-LW_RG1_30-40"
"UK","UK_VRE-ONS-LW_RG2_30-40"
"UK","UK_VRE-ONS-LW_RG3_30-40"
"UK","UK_VRE-ONS-LW_RG1_40-50"
"UK","UK_VRE-ONS-LW_RG2_40-50"
"UK","UK_VRE-ONS-LW_RG3_40-50"
"UK","UK_VRE-ONS-LW_RG1_50"
"UK","UK_VRE-ONS-LW_RG2_50"
"UK","UK_VRE-ONS-LW_RG3_50"
"UK","UK_IND-HT-NODH"
"UK","UK_IND-HT-DH"
"UK","UK_IND-LT-NODH"
"UK","UK_IND-LT-DH"
"UK","UK_IND-MT-NODH"
"UK","UK_IND-MT-DH"
"UK","UK_IDVU-HOTWTR"
"UK","UK_IDVU-SPACEHEAT"
"EE","EE_A"
"EE","EE_Enefit"
"EE","EE_Kohtla_Jarve"
"EE","EE_Narva"
"EE","EE_Parnu"
"EE","EE_Rural"
"EE","EE_Sillamae"
"EE","EE_Tallinn"
"EE","EE_Tartu"
"EE","EE_Urban"
"EE","EE_VRE-OFF1_RG2_20-30"
"EE","EE_VRE-OFF1_RG2_30-40"
"EE","EE_VRE-OFF1_RG2_40-50"
"EE","EE_VRE-OFF1_RG2_50"
"EE","EE_VRE-ONS_RG1_20-30"
"EE","EE_VRE-ONS_RG2_20-30"
"EE","EE_VRE-ONS_RG3_20-30"
"EE","EE_VRE-ONS_RG1_30-40"
"EE","EE_VRE-ONS_RG2_30-40"
"EE","EE_VRE-ONS_RG3_30-40"
"EE","EE_VRE-ONS_RG1_40-50"
"EE","EE_VRE-ONS_RG2_40-50"
"EE","EE_VRE-ONS_RG3_40-50"
"EE","EE_VRE-ONS_RG1_50"
"EE","EE_VRE-ONS_RG2_50"
"EE","EE_VRE-ONS_RG3_50"
"EE","EE_VRE-ONS-LW_RG1_20-30"
"EE","EE_VRE-ONS-LW_RG2_20-30"
"EE","EE_VRE-ONS-LW_RG3_20-30"
"EE","EE_VRE-ONS-LW_RG1_30-40"
"EE","EE_VRE-ONS-LW_RG2_30-40"
"EE","EE_VRE-ONS-LW_RG3_30-40"
"EE","EE_VRE-ONS-LW_RG1_40-50"
"EE","EE_VRE-ONS-LW_RG2_40-50"
"EE","EE_VRE-ONS-LW_RG3_40-50"
"EE","EE_VRE-ONS-LW_RG1_50"
"EE","EE_VRE-ONS-LW_RG2_50"
"EE","EE_VRE-ONS-LW_RG3_50"
"EE","EE_IND-HT-NODH"
"EE","EE_IND-HT-DH"
"EE","EE_IND-LT-NODH"
"EE","EE_IND-LT-DH"
"EE","EE_IND-MT-NODH"
"EE","EE_IND-MT-DH"
"EE","EE_IDVU-HOTWTR"
"EE","EE_IDVU-SPACEHEAT"
"LV","LV_A"
"LV","LV_Other_DH"
"LV","LV_RigaR"
"LV","LV_Rural"
"LV","LV_VRE-OFF1_RG2_20-30"
"LV","LV_VRE-OFF1_RG2_30-40"
"LV","LV_VRE-OFF1_RG2_40-50"
"LV","LV_VRE-OFF1_RG2_50"
"LV","LV_VRE-ONS_RG1_20-30"
"LV","LV_VRE-ONS_RG2_20-30"
"LV","LV_VRE-ONS_RG3_20-30"
"LV","LV_VRE-ONS_RG1_30-40"
"LV","LV_VRE-ONS_RG2_30-40"
"LV","LV_VRE-ONS_RG3_30-40"
"LV","LV_VRE-ONS_RG1_40-50"
"LV","LV_VRE-ONS_RG2_40-50"
"LV","LV_VRE-ONS_RG3_40-50"
"LV","LV_VRE-ONS_RG1_50"
"LV","LV_VRE-ONS_RG2_50"
"LV","LV_VRE-ONS_RG3_50"
"LV","LV_VRE-ONS-LW_RG1_20-30"
"LV","LV_VRE-ONS-LW_RG2_20-30"
"LV","LV_VRE-ONS-LW_RG3_20-30"
"LV","LV_VRE-ONS-LW_RG1_30-40"
"LV","LV_VRE-ONS-LW_RG2_30-40"
"LV","LV_VRE-ONS-LW_RG3_30-40"
"LV","LV_VRE-ONS-LW_RG1_40-50"
"LV","LV_VRE-ONS-LW_RG2_40-50"
"LV","LV_VRE-ONS-LW_RG3_40-50"
"LV","LV_VRE-ONS-LW_RG1_50"
"LV","LV_VRE-ONS-LW_RG2_50"
"LV","LV_VRE-ONS-LW_RG3_50"
"LV","LV_IND-HT-NODH"
"LV","LV_IND-HT-DH"
"LV","LV_IND-LT-NODH"
"LV","LV_IND-LT-DH"
"LV","LV_IND-MT-NODH"
"LV","LV_IND-MT-DH"
"LV","LV_IDVU-HOTWTR"
"LV","LV_IDVU-SPACEHEAT"
"LT","LT_A"
"LT","LT_KauU"
"LT","LT_KlaU"
"LT","LT_Other_DH"
"LT","LT_Panevezys"
"LT","LT_Rural"
"LT","LT_SiaU"
"LT","LT_VilU"
"LT","LT_VRE-OFF1_RG2_20-30"
"LT","LT_VRE-OFF1_RG2_30-40"
"LT","LT_VRE-OFF1_RG2_40-50"
"LT","LT_VRE-OFF1_RG2_50"
"LT","LT_VRE-ONS_RG1_20-30"
"LT","LT_VRE-ONS_RG2_20-30"
"LT","LT_VRE-ONS_RG3_20-30"
"LT","LT_VRE-ONS_RG1_30-40"
"LT","LT_VRE-ONS_RG2_30-40"
"LT","LT_VRE-ONS_RG3_30-40"
"LT","LT_VRE-ONS_RG1_40-50"
"LT","LT_VRE-ONS_RG2_40-50"
"LT","LT_VRE-ONS_RG3_40-50"
"LT","LT_VRE-ONS_RG1_50"
"LT","LT_VRE-ONS_RG2_50"
"LT","LT_VRE-ONS_RG3_50"
"LT","LT_VRE-ONS-LW_RG1_20-30"
"LT","LT_VRE-ONS-LW_RG2_20-30"
"LT","LT_VRE-ONS-LW_RG3_20-30"
"LT","LT_VRE-ONS-LW_RG1_30-40"
"LT","LT_VRE-ONS-LW_RG2_30-40"
"LT","LT_VRE-ONS-LW_RG3_30-40"
"LT","LT_VRE-ONS-LW_RG1_40-50"
"LT","LT_VRE-ONS-LW_RG2_40-50"
"LT","LT_VRE-ONS-LW_RG3_40-50"
"LT","LT_VRE-ONS-LW_RG1_50"
"LT","LT_VRE-ONS-LW_RG2_50"
"LT","LT_VRE-ONS-LW_RG3_50"
"LT","LT_IND-HT-NODH"
"LT","LT_IND-HT-DH"
"LT","LT_IND-LT-NODH"
"LT","LT_IND-LT-DH"
"LT","LT_IND-MT-NODH"
"LT","LT_IND-MT-DH"
"LT","LT_IDVU-HOTWTR"
"LT","LT_IDVU-SPACEHEAT"
"PL","PL_A"
"PL","PL_Rural"
"PL","PL_Offshore"
"PL","PL_VRE-OFF1_RG2_20-30"
"PL","PL_VRE-OFF1_RG2_30-40"
"PL","PL_VRE-OFF1_RG2_40-50"
"PL","PL_VRE-OFF1_RG2_50"
"PL","PL_VRE-ONS_RG1_20-30"
"PL","PL_VRE-ONS_RG2_20-30"
"PL","PL_VRE-ONS_RG3_20-30"
"PL","PL_VRE-ONS_RG1_30-40"
"PL","PL_VRE-ONS_RG2_30-40"
"PL","PL_VRE-ONS_RG3_30-40"
"PL","PL_VRE-ONS_RG1_40-50"
"PL","PL_VRE-ONS_RG2_40-50"
"PL","PL_VRE-ONS_RG3_40-50"
"PL","PL_VRE-ONS_RG1_50"
"PL","PL_VRE-ONS_RG2_50"
"PL","PL_VRE-ONS_RG3_50"
"PL","PL_VRE-ONS-LW_RG1_20-30"
"PL","PL_VRE-ONS-LW_RG2_20-30"
"PL","PL_VRE-ONS-LW_RG3_20-30"
"PL","PL_VRE-ONS-LW_RG1_30-40"
"PL","PL_VRE-ONS-LW_RG2_30-40"
"PL","PL_VRE-ONS-LW_RG3_30-40"
"PL","PL_VRE-ONS-LW_RG1_40-50"
"PL","PL_VRE-ONS-LW_RG2_40-50"
"PL","PL_VRE-ONS-LW_RG3_40-50"
"PL","PL_VRE-ONS-LW_RG1_50"
"PL","PL_VRE-ONS-LW_RG2_50"
"PL","PL_VRE-ONS-LW_RG3_50"
"PL","PL_IND-HT-NODH"
"PL","PL_IND-HT-DH"
"PL","PL_IND-LT-NODH"
"PL","PL_IND-LT-DH"
"PL","PL_IND-MT-NODH"
"PL","PL_IND-MT-DH"
"PL","PL_IDVU-HOTWTR"
"PL","PL_IDVU-SPACEHEAT"
"BE","BE_A"
"BE","BE_Offshore"
"BE","BE_VRE-OFF1_RG2_20-30"
"BE","BE_VRE-OFF1_RG2_30-40"
"BE","BE_VRE-OFF1_RG2_40-50"
"BE","BE_VRE-OFF1_RG2_50"
"BE","BE_VRE-ONS_RG1_20-30"
"BE","BE_VRE-ONS_RG2_20-30"
"BE","BE_VRE-ONS_RG3_20-30"
"BE","BE_VRE-ONS_RG1_30-40"
"BE","BE_VRE-ONS_RG2_30-40"
"BE","BE_VRE-ONS_RG3_30-40"
"BE","BE_VRE-ONS_RG1_40-50"
"BE","BE_VRE-ONS_RG2_40-50"
"BE","BE_VRE-ONS_RG3_40-50"
"BE","BE_VRE-ONS_RG1_50"
"BE","BE_VRE-ONS_RG2_50"
"BE","BE_VRE-ONS_RG3_50"
"BE","BE_VRE-ONS-LW_RG1_20-30"
"BE","BE_VRE-ONS-LW_RG2_20-30"
"BE","BE_VRE-ONS-LW_RG3_20-30"
"BE","BE_VRE-ONS-LW_RG1_30-40"
"BE","BE_VRE-ONS-LW_RG2_30-40"
"BE","BE_VRE-ONS-LW_RG3_30-40"
"BE","BE_VRE-ONS-LW_RG1_40-50"
"BE","BE_VRE-ONS-LW_RG2_40-50"
"BE","BE_VRE-ONS-LW_RG3_40-50"
"BE","BE_VRE-ONS-LW_RG1_50"
"BE","BE_VRE-ONS-LW_RG2_50"
"BE","BE_VRE-ONS-LW_RG3_50"
"BE","BE_IND-HT-NODH"
"BE","BE_IND-HT-DH"
"BE","BE_IND-LT-NODH"
"BE","BE_IND-LT-DH"
"BE","BE_IND-MT-NODH"
"BE","BE_IND-MT-DH"
"BE","BE_IDVU-HOTWTR"
"BE","BE_IDVU-SPACEHEAT"
"FR","FR_A"
"FR","FR_Offshore"
"FR","FR_VRE-OFF1_RG2_20-30"
"FR","FR_VRE-OFF1_RG2_30-40"
"FR","FR_VRE-OFF1_RG2_40-50"
"FR","FR_VRE-OFF1_RG2_50"
"FR","FR_VRE-ONS_RG1_20-30"
"FR","FR_VRE-ONS_RG2_20-30"
"FR","FR_VRE-ONS_RG3_20-30"
"FR","FR_VRE-ONS_RG1_30-40"
"FR","FR_VRE-ONS_RG2_30-40"
"FR","FR_VRE-ONS_RG3_30-40"
"FR","FR_VRE-ONS_RG1_40-50"
"FR","FR_VRE-ONS_RG2_40-50"
"FR","FR_VRE-ONS_RG3_40-50"
"FR","FR_VRE-ONS_RG1_50"
"FR","FR_VRE-ONS_RG2_50"
"FR","FR_VRE-ONS_RG3_50"
"FR","FR_VRE-ONS-LW_RG1_20-30"
"FR","FR_VRE-ONS-LW_RG2_20-30"
"FR","FR_VRE-ONS-LW_RG3_20-30"
"FR","FR_VRE-ONS-LW_RG1_30-40"
"FR","FR_VRE-ONS-LW_RG2_30-40"
"FR","FR_VRE-ONS-LW_RG3_30-40"
"FR","FR_VRE-ONS-LW_RG1_40-50"
"FR","FR_VRE-ONS-LW_RG2_40-50"
"FR","FR_VRE-ONS-LW_RG3_40-50"
"FR","FR_VRE-ONS-LW_RG1_50"
"FR","FR_VRE-ONS-LW_RG2_50"
"FR","FR_VRE-ONS-LW_RG3_50"
"FR","FR_IND-HT-NODH"
"FR","FR_IND-HT-DH"
"FR","FR_IND-LT-NODH"
"FR","FR_IND-LT-DH"
"FR","FR_IND-MT-NODH"
"FR","FR_IND-MT-DH"
"FR","FR_IDVU-HOTWTR"
"FR","FR_IDVU-SPACEHEAT"
